iter	Passed	Remaining
1699	3730	658
1700	3732	656
1701	3734	653
1702	3736	651
1703	3737	649
1704	3739	646
1705	3740	644
1706	3742	642
1707	3743	640
1708	3745	637
1709	3747	635
1710	3749	633
1711	3750	630
1712	3752	628
1713	3753	626
1714	3755	624
1715	3757	621
1716	3758	619
1717	3760	617
1718	3761	614
1719	3764	612
1720	3765	610
1721	3767	608
1722	3769	605
1723	3770	603
1724	3772	601
1725	3773	599
1726	3775	596
1727	3776	594
1728	3778	592
1729	3780	590
1730	3782	587
1731	3783	585
1732	3785	583
1733	3786	580
1734	3788	578
1735	3789	576
1736	3791	574
1737	3793	571
1738	3794	569
1739	3796	567
1740	3798	565
1741	3799	562
1742	3800	560
1743	3802	558
1744	3804	555
1745	3805	553
1746	3807	551
1747	3808	549
1748	3809	546
1749	3812	544
1750	3813	542
1751	3815	540
1752	3816	537
1753	3818	535
1754	3819	533
1755	3821	530
1756	3822	528
1757	3824	526
1758	3825	524
1759	3827	521
1760	3829	519
1761	3831	517
1762	3832	515
1763	3834	512
1764	3835	510
1765	3837	508
1766	3838	506
1767	3840	503
1768	3841	501
1769	3844	499
1770	3845	497
1771	3847	495
1772	3849	492
1773	3851	490
1774	3852	488
1775	3854	486
1776	3855	483
1777	3857	481
1778	3859	479
1779	3860	477
1780	3862	474
1781	3864	472
1782	3865	470
1783	3867	468
1784	3868	465
1785	3870	463
1786	3871	461
1787	3873	459
1788	3876	457
1789	3877	454
1790	3879	452
1791	3882	450
1792	3883	448
1793	3885	446
1794	3886	443
1795	3888	441
1796	3890	439
1797	3891	437
1798	3893	435
1799	3894	432
1800	3896	430
1801	3898	428
1802	3900	426
1803	3901	423
1804	3903	421
1805	3904	419
1806	3907	417
1807	3908	415
1808	3911	412
1809	3913	410
1810	3916	408
1811	3918	406
1812	3921	404
1813	3924	402
1814	3926	400
1815	3927	397
1816	3931	395
1817	3933	393
1818	3935	391
1819	3939	389
1820	3942	387
1821	3945	385
1822	3948	383
1823	3950	381
1824	3952	379
1825	3956	376
1826	3958	374
1827	3960	372
1828	3963	370
1829	3964	368
1830	3966	366
1831	3968	363
1832	3970	361
1833	3972	359
1834	3974	357
1835	3976	355
1836	3978	352
1837	3979	350
1838	3981	348
1839	3983	346
1840	3984	344
1841	3987	342
1842	3990	339
1843	3991	337
1844	3993	335
1845	3995	333
1846	3997	331
1847	3998	328
1848	4000	326
1849	4002	324
1850	4004	322
1851	4006	320
1852	4007	317
1853	4009	315
1854	4010	313
1855	4012	311
1856	4013	309
1857	4015	306
1858	4017	304
1859	4019	302
1860	4021	300
1861	4023	298
1862	4024	295
1863	4026	293
1864	4027	291
1865	4029	289
1866	4030	287
1867	4032	284
1868	4034	282
1869	4036	280
1870	4037	278
1871	4039	276
1872	4040	273
1873	4042	271
1874	4043	269
1875	4045	267
1876	4046	265
1877	4048	262
1878	4050	260
1879	4051	258
1880	4053	256
1881	4054	254
1882	4056	252
1883	4057	249
1884	4059	247
1885	4060	245
1886	4062	243
1887	4064	241
1888	4066	238
1889	4067	236
1890	4069	234
1891	4070	232
1892	4072	230
1893	4073	228
1894	4075	225
1895	4076	223
1896	4078	221
1897	4080	219
1898	4082	217
1899	4083	214
1900	4085	212
1901	4086	210
1902	4088	208
1903	4090	206
1904	4091	204
1905	4093	201
1906	4094	199
1907	4096	197
1908	4098	195
1909	4100	193
1910	4101	191
1911	4103	188
1912	4104	186
1913	4106	184
1914	4107	182
1915	4109	180
1916	4110	177
1917	4112	175
1918	4114	173
1919	4115	171
1920	4117	169
1921	4118	167
1922	4120	164
1923	4121	162
1924	4123	160
1925	4124	158
1926	4126	156
1927	4128	154
1928	4130	152
1929	4131	149
1930	4133	147
1931	4134	145
1932	4136	143
1933	4137	141
1934	4139	139
1935	4140	136
1936	4142	134
1937	4143	132
1938	4145	130
1939	4147	128
1940	4148	126
1941	4150	123
1942	4151	121
1943	4153	119
1944	4154	117
1945	4156	115
1946	4157	113
1947	4159	111
1948	4161	108
1949	4163	106
1950	4164	104
1951	4166	102
1952	4167	100
1953	4169	98
1954	4170	96
1955	4172	93
1956	4173	91
1957	4175	89
1958	4177	87
1959	4178	85
1960	4180	83
1961	4181	80
1962	4183	78
1963	4184	76
1964	4186	74
1965	4187	72
1966	4189	70
1967	4190	68
1968	4192	66
1969	4194	63
1970	4195	61
1971	4197	59
1972	4198	57
1973	4200	55
1974	4201	53
1975	4203	51
1976	4204	48
1977	4206	46
1978	4208	44
1979	4209	42
1980	4211	40
1981	4212	38
1982	4214	36
1983	4215	33
1984	4217	31
1985	4218	29
1986	4220	27
1987	4221	25
1988	4223	23
1989	4225	21
1990	4226	19
1991	4228	16
1992	4229	14
1993	4231	12
1994	4232	10
1995	4234	8
1996	4236	6
1997	4237	4
1998	4239	2
1999	4241	0
